listing_id,year_built,year_renovated,renovation_scope,num_floors,basement_area_sqm,basement_natural_light,num_suites,solar_orientation,view_type,floor_material,window_type,condominium_name,is_gated_community,condo_fee_eur,nearby_schools,transport_access,distance_beach_min,distance_center_min,has_golf,amenities_list,renovation_potential,expat_appeal,rental_income_eur,tenant_occupied,has_al_license,is_aru_zone,is_heritage_protected,enriched_at
34432632,,,,,,,,,serra,,,São Martinho Villas,True,,,,,,,piscina comum; parque infantil; zonas verdes,,alto,,,,,,2026-07-16T17:27:47.258993
34264237,,,,2,48.88,,4,nascente,jardins e área florestal,,janelas panorâmicas,,True,,CAISL; TASIS; Prime International,,,,True,piscina aquecida; deck em madeira natural; jardim paisagístico; zona de lazer; churrasqueira; garagem privativa; 16 lugares de garagem; garagem subterrânea; pisos radiantes; sistema de climatização inteligente; zona de arrumos,,alto,,False,,,,2026-07-16T17:27:50.086207
33888832,,,,,,,,,vista para a Serra de Sintra,,,Vila Galé Sintra,,,,,,,,court de ténis; zona polidesportiva; piscina; receção do hotel; spa; restaurante; bar; piscina interior do hotel,,alto,,,,,,2026-07-16T17:27:52.639993
35009075,,,,,,,1,,Serra de Sintra,,,Vila Galé Sintra,,,,,,,False,jardim; court de ténis; zona polidesportiva; piscina; spa; restaurante; bar,,alto,,False,True,,,2026-07-16T17:27:55.293835
35036299,,,,1,,,1,,,cimento e madeira,vidros duplos,,,,TASIS Portugal International School; Escola São Vicente Calouste Gulbenkian,,,,True,piscina; jardim; furo de água; painéis solares; aquecimento central; ar condicionado; lareira; estores elétricos; anexo T1,,alto,,,,,,2026-07-16T17:27:57.891092
35111030,,,,,,,2,,,,oscillo-batentes com vidros duplos,,,,,"IC19, A16, Linha de Sintra (estações de Rio de Mouro, Mercês, Algueirão-Mem Martins ou Portela de Sintra), paragem da Carris Metropolitana a 300m",,,,churrasqueira; recuperador de calor; garagem independente; arrumos sob a garagem; lavandaria; varanda; escritório; bomba de calor,alto,médio,,,,,,2026-07-16T17:28:00.770832
34823399,,,,2,,,,,,,,,,,,,,,,estores elétricos; painéis solares; poço; churrasqueira,médio,alto,,,,,,2026-07-16T17:28:03.281766
35011114,,,,2,,,1,,,,,,,,,,,5,,,,,,,,,,2026-07-16T17:28:05.535138
32014950,,,total,,,,,,Mar e Serra,,,Condomínio Da Penha Longa,True,,duas escolas internacionais,,,20.0,True,clube de ténis; centro hípico; Holmes Place; clínicas médicas; clínicas de estética; farmácia; campo de golfe de 18 buracos,alto,alto,,,,,,2026-07-16T17:28:08.233850
34897821,,,,,,,,,,,,,,,,,,,,comércio; farmácia; bombeiros; GNR; correios; bancos; ATM; hipermercados,alto,médio,,,,,,2026-07-16T17:28:10.712795
34983713,,,,4,,,3,,"vistas deslumbrantes sobre os palácios icónicos de Sintra, vistas panorâmicas sobre a serra e os palácios, magnífica paisagem sobre a vila e os castelos",,,,,,,,,,,piscina; garagem para duas viaturas; cozinha gourmet totalmente equipada; piso radiante hidráulico; bomba de calor; sistema VMC; painéis fotovoltaicos; bomba de calor dedicada ao aquecimento da piscina; tratamento de água por sal,,alto,,,,,,2026-07-16T17:28:13.654410
34982557,,,,,,,,,vistas sobre o Oceano Atlântico,microcimento,,Aldeia da Roca,True,,,,,,,piscinas privadas; telhados verdes; jardim comum verde; horta; área recreativa para crianças; piscina com cobertura; piso radiante,,alto,,,,,,2026-07-16T17:28:16.150472
35147300,,,,,,,,,mar,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:28:18.222700
34999923,,,,,,,2,,,,,,True,,CAISL (American School of Lisbon),,,,True,piscina; jardim; barbecue; lareira; aspiração central; aquecimento central; segurança 24 horas; restaurantes; farmácia; ginásio; hotel; campo de golfe,,alto,,,,,,2026-07-16T17:28:20.738610
35171919,,,,,,,,,mar / Atlântico,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:28:22.894074
34183754,,,,2,,,2,,,,,Quinta da Beloura,True,,Escola Americana,,,5,True,zona de churrasco; piscina; jardim; campo de golfe; segurança 24 horas; espaços comerciais e de lazer,,alto,,,,,,2026-07-16T17:28:25.307662
34768502,1850,,,,,,,,"Castelo dos Mouros, Palácio da Pena",,,,,,,,,,,,,,,,,,,2026-07-16T17:28:27.590105
34851973,,,total,,,,4,,Serra de Sintra,,,,,,Colégio Americano,,,,,piscina de água quente; lareira exterior; garagem fechada para um carro; lugar de parqueamento exterior para até três viaturas,,alto,,,,,,2026-07-16T17:28:30.286091
35139723,,,,2,,,3,,,,,,,,,,5,10,,piscina de borda infinita; área de barbecue; cozinha exterior; lareira exterior; casa de banho de apoio à piscina; horta biológica; sistema de reaproveitamento de águas pluviais; garagem preparada para mobilidade elétrica,,alto,,,,,,2026-07-16T17:28:32.981006
31535539,,,,2,,,,poente,serra e mar,,,,,,,,,,,piscina; jardim; alpendre; pátio,alto,alto,,,,,,2026-07-16T17:28:35.337327
35002193,,,,,,,,,,,,Ocean Edge,True,,,,10.0,,,,,alto,,,,,,2026-07-16T17:28:37.289040
33204190,1889,,total,4,,,3,Sul,"serra, vila e mar",madeira,madeira com vidro duplo,,,,,10 minutos da estação de comboios,20.0,,,,,alto,,,,,,2026-07-16T17:28:39.896759
33620440,,,,2,,,,,,,,,,,,fácil acesso a auto estrada entre Lourel a Lisboa,3.0,,,praia; comércio; restaurantes,,,,,,,,2026-07-16T17:28:42.330186
34930294,,,,1,,,1,,montanha,,,,,,,principais acessos rodoviários para Lisboa,10.0,10.0,,comércio; serviços,,,,,,,,2026-07-16T17:28:44.625055
33947192,,,,3,,,1,Sul,,Tijoleira rústica e tábua de madeira corrida e calçada,,,,,Carlucci American International School of Lisbon; TASIS Portugal,Estação de comboios da Portela de Sintra a 10 minutos a pé,,,,,,alto,,,,,,2026-07-16T17:28:47.021225
34399002,,,,3,,,,,,,,,,,"Escola Básica n.º 5 de Belas, Serra da Silveira","Autocarros, IC19, A16, A5, A1, IC16, IC17, A8",,,,lojas; supermercados; farmácias; restaurantes; cafés,,,,,,,,2026-07-16T17:28:49.450623
34432651,,,,,,,,,serra,,,São Martinho Villas,True,,,,,,,piscina comum; parque infantil; zonas verdes,,alto,,,,,,2026-07-16T17:28:51.536703
34432636,,,,,,,,,serra,,,São Martinho Villas,True,,,,,,,piscina comum; parque infantil; zonas verdes,,alto,,,,,,2026-07-16T17:28:53.834841
34432634,,,,,,,,,serra,,,São Martinho Villas,,,,,,,,piscina comum; parque infantil; zonas verdes,,alto,,,,,,2026-07-16T17:28:56.068964
33653239,,,,3,250.0,,2,,,,,Quinta da Beloura,,,TASIS International School; CAISL,,,,True,piscina aquecida de água salgada; horta biológica; jardim; terraço; painéis solares; lareira,,alto,,,,,,2026-07-16T17:28:58.752227
33105937,,,,2,,,1,,serra e mar,,vidros duplos,,,,,,,5,,piscina; lareira; aspiração central; aquecimento por piso radiante; furo de água; estores elétricos; vidros duplos; jardim; zona de churrasco; duche,,,,,,,,2026-07-16T17:29:01.310244
33438536,1800,,total,,,,,,,,,,,,,Estação de caminho de ferro a 5 minutos a pé,,10,,piscina; cozinha industrial; salão de refeições; espaço coberto no jardim; espaço para massagens,,,,,True,,,2026-07-16T17:29:03.988146
34521338,2009,,,4,,,2,,,,,,,,,,,,,piscina; salão com cozinha completa; churrasqueira; forno a lenha; wc com base de duche; logradouro; deck de madeira; jardim; área cercada para animais; terreno para cultivo; piso radiante; painéis solares; furo de água; garagem; sala multiusos; lavandaria; arrumos; varanda,,alto,,,,,,2026-07-16T17:29:06.975905
33928288,,,,3,,,32,,,,,The Glorious Eden,,,,,,,,Capela; Jardim; Piscina; Campo de ténis; Fontes em pedra; Lareiras em mármore; Roupeiros embutidos; Tetos altos; Vitrais; Marquise,,,,,,,,2026-07-16T17:29:09.552449
34932132,,,,,,,2,,mar,,,,,,,,5.0,,,piscina; churrasqueira com forno de lenha; garagem para dois carros; anexo independente,,alto,,,,,,2026-07-16T17:29:11.759839
34629091,,,,,,,,,campo,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:29:13.890174
35168974,2024,,,2,,,2,Sul,Vista deslumbrante para a Serra de Sintra,,"PVC com vidros de alta eficiência térmica, acústica e contra intrusão",,,,,"A16, A5, IC19, acesso a Cascais e Lisboa",,,,Piscina de borda transbordante; Jardim com árvores de fruto; Forno a lenha; Barbecue; Fogo de chão; Terraço panorâmico; Estacionamento privativo para 2 viaturas; Pré-instalação para carregamento elétrico; Bomba de calor 300L; Painéis fotovoltaicos; Ventilação mecânica controlada; Pré-instalação de ar condicionado,,alto,,False,,,,2026-07-16T17:29:17.206601
34280755,1889,,total,3,,,2,sul,vista mar e serra,,,,,,,10 minutos da estação de comboios,20.0,5.0,,sauna; garrafeira; sala de cinema,,alto,,,,,True,2026-07-16T17:29:19.911196
34864709,,,,2,,,,,serra,,,,,,Prime School; TASIS; CAISL,A16,3.0,20.0,,piscina; capela; pomar; poço,,alto,,,,,,2026-07-16T17:29:22.593429
34901732,,,,2,,,4,Norte/Sul/Este,mar e serra,,,,,,American International School of Lisbon; Switzerland School,"A16, IC19",,,,,,alto,,,,,,2026-07-16T17:29:24.791708
34050667,,,total,4,,,2,,,wood,,,,,,,,,,air_conditioning; sauna; home_theater; wine_cellar; laundry_room,,alto,,,,,,2026-07-16T17:29:27.351150
35080506,,,total,,,,1,,panorâmica,,,,,,,,,,,,,,,,,,,2026-07-16T17:29:29.378877
33423954,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:29:31.804098
33849525,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,2026-07-16T17:29:33.685208
34925504,2003,,,2,,,1,,"vistas deslumbrantes para o Palácio de Monserrate, Palácio da Pena, Castelo dos Mouros e verdejantes campos",,,,,,Escolas a 1 km,eléctrico que liga Sintra à Praia das Maçãs passando por Galamares,,,,piscina; churrasqueira; jardins; áreas verdes; árvores de fruto; pinhal; riacho; sistema surround; domótica; iluminação inteligente; vídeo porteiro WiFi; vídeo vigilância; alarme; portões automáticos; gerador eléctrico; aquecimento central; bomba de calor; furo de água; rega automática,,alto,,,,,,2026-07-16T17:29:37.440860
33030009,,,,2,,,5,,vista para o Castelo dos Mouros,,,,False,,,A16 (direção Lisboa ou Cascais),10.0,,False,piscina; garagem; lavandaria; jardim; área de barbecue; parqueamento exterior; sistema de alarme; aquecimento central; depósito de diesel,,,,,True,,,2026-07-16T17:29:40.306242
35050939,,,,,,,,sul,abertas,,,Penha Longa Resort,True,,escolas internacionais,,,,True,jardim; piscina; garagem; golfe; hotel; spa; restauração de referência,,alto,,,,,,2026-07-16T17:29:42.745575
35050937,,,,,,,,sul,abertas,,,Penha Longa Resort,True,,escolas internacionais,,,,True,jardim; piscina; garagem; golfe; hotel; spa; restauração de referência,,alto,,,,,,2026-07-16T17:29:45.537815
35050933,,,,,,,,Sul,,,,,,,escolas internacionais,,,,True,jardim; piscina; garagem; spa; restauração; golfe; hotel,,alto,,,,,,2026-07-16T17:29:47.992540
35147115,,,,,,,1,,"horizonte de Sintra, mar",,,,True,,,,5.0,10.0,,painéis solares; alarme inteligente; fechadura inteligente; ar condicionado; aquecimento embutido; recuperador de calor; renovação de ar; filtro de água; triturador; isolamento ETICS; caixilharias eficientes; iluminação inteligente; pré-instalação carregamento elétrico; rega automática; robot corta-relva; ventilação na cave; depósito 200L aquecimento solar,,alto,,,,,,2026-07-16T17:29:50.962234
34950838,,2021,total,1,,,,,"mar, natureza",pedra,vidros duplos,,,,,,,,,pátio; barbecue; lavandaria independente; casa de arrumos,,alto,,,,,,2026-07-16T17:29:53.213450
33505745,,,,,,,,,Vista panorâmica do Atlântico,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:29:55.387636
34386657,,,,,,,3,,"Serra de Sintra, Palácio e Castelo",,,Vila Galé Sintra,True,,TASIS Portugal International School,,,,,spa; piscina; restaurante; espaços de lazer; court de ténis; zona polidesportiva; piscina exterior; receção do hotel; bar; piscina interior,,alto,,,,,,2026-07-16T17:29:57.944194
34861483,,,,,,,3,,"vista para a Serra de Sintra, Palácio e Castelo",,,Vila Galé Sintra,True,,TASIS Portugal International School,Lisboa e aeroporto internacional a cerca de 40 minutos,,,,spa; piscina; restaurante; bar; court de ténis; zona polidesportiva; piscina exterior; piscina interior; receção do hotel,,alto,,,,,,2026-07-16T17:30:00.654882
34956422,,,,1,,,4,,,,,,,,,,,,,,,,,,,True,,2026-07-16T17:30:02.986997
35082229,,,,,,,1,,,,,Oliveiras,True,,,próximo de transportes públicos,,,,piscina; zona lounge; parque infantil; espaços verdes; ginásio equipado; sauna,,,,True,,,,2026-07-16T17:30:05.607774
35141144,,,,3,,,4,,panorâmica,madeira multicamada com aquecimento radiante,caixilharia de alumínio com corte térmico e vidro duplo,,,,,,,,,piscina de água salgada; deck; terraço com vista panorâmica; jardim exterior; jardim interior; ginásio; garrafeira; churrasqueira; zona de lazer; garagem para 2 viaturas; estacionamento exterior para 1; painel solar; produção fotovoltaica; bomba de calor; ar condicionado por conduta oculta; domótica; videoporteiro; CCTV; carregador para veículo elétrico,,,,,,,,2026-07-16T17:30:09.168842
34938121,,,,,,,,,Vista para o Palácio da Pena,,Caixilharia dupla,,,,,,,,,"Roupeiros embutidos; Caixilharia dupla; Aquecimento central; Fogão a pellets; Sistema de aquecimento de águas (solar, combustão e elétrico); Painéis solares; Pré-instalação para painéis solares; Cozinha totalmente equipada; Garagem box com portão elétrico e wallbox; Jardim com deck de madeira, relva artificial, canteiros com rega automática, zona de churrasco e árvores de fruto",,alto,,,,,,2026-07-16T17:30:12.562522
34694857,,,,2,,,1,,,,,,,,TASIS Portugal; Carlucci American International School; IPS Lisboa; Colégio Catarina de Bragança,,3.0,20.0,,lojas diárias; cafés; mercados locais; restaurantes costeiros; farmácias; supermercados; parque comercial,,alto,,,,,,2026-07-16T17:30:15.592490
35172690,,2020,parcial,,,,,,vista sobre o Castelo dos Mouros e o Palácio Nacional da Pena,,caixilharias,,,,Colégio Vasco da Gama; Escola Secundária de Santa Maria; The American School in Portugal,"proximidade ao IC19, A16 e IC30; estação ferroviária de Sintra",,,,comércio tradicional; restauração; serviços; equipamentos culturais; espaços verdes; supermercados; ginásios; Hospital CUF Sintra; Hospital Professor Doutor Fernando Fonseca,,alto,,,,,,2026-07-16T17:30:19.128316
34767527,,,,2,,,3,,vista sobre o Palácio da Pena e a Serra de Sintra,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:30:21.728050
34699220,,,,,,,0,,,,,,,,,transportes públicos,,,,,,médio,,,,,,2026-07-16T17:30:24.452913
35115804,,,,3,,,4,,vista para jardim e campo de golfe,,,Quinta da Beloura I,True,,TASIS Portugal; CAISL – Carlucci American International School of Lisbon,"rápidos acessos às autoestradas A16, A5 e IC19",,,True,Campo de Golfe; Holmes Place; Clube de Ténis e Padel; Clube Equestre; SPA; Restaurantes; supermercados; farmácia; clínicas médicas e estéticas; cabeleireiros; cinemas,,alto,,False,,,,2026-07-16T17:30:27.853611
33483627,,,,2,,,3,,vista sobre o palácio da Pena,,,,,,,,,,,garagem independente com 70m2; casa de caseiros com cerca de 60m2; terraço com cerca de 100m2; linha de água natural; árvores exóticas,,,,,,,,2026-07-16T17:30:30.713982
33438552,,,,2,,,4,Sul,,madeira maciça,janelas do chão ao teto,Quinta da Penha Longa,,,,,,,,jardim; piscina; garagem coberta; estacionamento; sistema de aquecimento central,,alto,,,,,,2026-07-16T17:30:33.337667
34934068,,,total,2,,,3,,vista para a Serra de Sintra,,janelas Velux com abertura elétrica,,,,,,5.0,,,,,alto,,,,,,2026-07-16T17:30:35.929529
34273753,,,total,4,,,2,,serra de Sintra e o mar,,vidros duplos,,,,,,,,,,,,,,,,,2026-07-16T17:30:38.537406
34982651,,,,,,,,,vistas deslumbrantes sobre o Oceano Atlântico,microcimento,,Aldeia da Roca,True,,escolas internacionais,,,,True,piscinas privadas; telhados verdes; jardim comum; horta; área recreativa para crianças; piscina com cobertura; sistema de ar condicionado; aquecimento de pavimento,,alto,,,,,,2026-07-16T17:30:41.339576
34982641,,,,2,,,,,vistas sobre o Oceano Atlântico,"Microcimento (salas, casas de banho); Tábuas de carvalho (pisos superiores dos quartos)",,,True,,escolas internacionais,,,,True,piscinas privadas; telhados verdes; jardim comum verde; horta; área recreativa para crianças; piso radiante; portão elétrico controlado centralmente; sistema opcional para aquecimento de piscina (bomba de calor),,alto,,,,,,2026-07-16T17:30:44.604992
34982534,,,,,,,,,vistas deslumbrantes sobre o Oceano Atlântico,Microcimento; Tábuas de carvalho,,,True,,escolas internacionais,,,,True,piscinas privadas; telhados verdes; grande jardim comum verde; horta; área recreativa para crianças; piso radiante,,alto,,,,,,2026-07-16T17:30:47.441129
34975070,,,,,,,,,vistas sobre o Oceano Atlântico,"microcimento, tábuas de carvalho",,,True,,,,,,True,piscinas privadas; telhados verdes; jardim comum; horta; área recreativa para crianças; piscina com cobertura,,alto,,,,,,2026-07-16T17:30:50.270466
35109999,,,,2,,,3,,vista Serra de Sintra,,,,,,,A16,,,,farmácia; restauração; mini-mercado; talho; cabeleireiro,baixo,,,,,,,2026-07-16T17:30:52.811531
34887969,,,,3,,,3,,Serra de Sintra / Palácio da Pena,"visual de madeira maciça, pedras naturais","grandes superfícies envidraçadas, janelas com corte térmico e filtro solar",,,,,,,,,piscina com zona para crianças e lounge com lareira; lounge e fire-pit; cozinha exterior; jardim com paisagismo de baixa manutenção,,,,,,,,2026-07-16T17:30:55.951934
33980922,,,,2,,,0,,,wood,,,,,CAISL American School; Tasis; Colegio do Ramalhao,,10.0,10.0,,swimming pool; garage; parking; barbecue; garden; winter garden,,alto,750.0,True,,,,2026-07-16T17:30:58.837385
34996737,,,,,,,1,,,,,Quinta da Beloura,True,,Colégio da Beloura; Colégio do Ramalhão; TASIS,"A16, A5, IC19",,,True,piscina; campo de golfe; clube de ténis; padel; centro de equitação; ginásio Holmes Place; restaurantes; zona comercial; supermercado Supercor; farmácias; CascaiShopping; Hospitais CUF Cascais e CUF Sintra,,alto,,,,,,2026-07-16T17:31:02.206084
34450593,,,,,,,1,,,,,,True,,,próximo de transportes públicos,,,,,,,,,,,,2026-07-16T17:31:04.682441
34883067,,,,3,,,,,,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:31:06.904353
35091041,,,,2,,,2,,vistas desafogadas sobre a envolvente natural,,estores elétricos,,False,,,"excelentes acessos a Sintra, Ericeira e Lisboa",,,,"piscina privativa; zona de convívio com cozinha rústica, churrasqueira e forno de lenha; painéis solares térmicos e fotovoltaicos; piso radiante; aspiração central; vídeo porteiro; estores elétricos; portões automáticos; garagem de grandes dimensões; jardim",,,,,,,,2026-07-16T17:31:09.991202
35039857,,,,1,,,3,,mar,,panorâmica,,,,TASIS (The American School of Switzerland); CAISL (Carlucci American International School of Lisbon),,2,10,,pré-instalação de ar condicionado; recuperador de calor,,alto,,,,,,2026-07-16T17:31:12.746932
34647287,,,,3,,,2,sul,jardim,,,Quinta da Beloura,True,,CAISL; TASIS,"A16, A5, IC19",,,True,Golfe; Holmes Place ginásio; SPA; Clube de Ténis e Padel; Clube Equestre; cinemas; restaurantes; cabeleireiros; farmácia; supermercados; clínicas médicas e estéticas,,alto,,,,,,2026-07-16T17:31:15.805979
33772250,1889,,total,4,,,3,,serra,madeira maciça,madeira com vidros duplos,,False,,,10 minutos da estação de comboios,20.0,5.0,,,,,,,,,True,2026-07-16T17:31:18.731559
35108147,,,,3,170.0,,,,,,,,,,,,,,,ar condicionado; aspiração central; cozinha totalmente equipada; painéis solares para aquecimento de águas; furo de água próprio; lareira com recuperador de calor; piscina privada,,,,,,,,2026-07-16T17:31:21.608618
35007862,,,,2,,,4,,,,Caixilharia com corte térmico e vidros com controlo solar,,,,,,,,,,,alto,,,,,,2026-07-16T17:31:24.087235
35015791,,,,2,,,,,,,,,,,,,,,,,,,,True,,,,2026-07-16T17:31:26.496143
34985790,,,,3,,,,,Oceano Atlântico,,grandes vãos envidraçados,Aldeia da Roca,,,,fácil acesso a Lisboa e Cascais,,,,,,alto,,,,,,2026-07-16T17:31:29.035293
34985772,,,,3,,,,,oceano,,,,,,,fácil acesso a Lisboa e Cascais,,,,jardim privativo; piscina; terraços; garagem; zonas técnicas; espaços de arrumação; suite no rés-do-chão; cozinha; lavabo social,,,,,,,,2026-07-16T17:31:32.211010
34985771,,,,3,,,,,Oceano Atlântico,,,Aldeia da Roca,,,,,,,,,,alto,,,,,,2026-07-16T17:31:34.684672
34985751,,,,3,,,4,,,,,Aldeia da Roca,,,,,,,,,,,,,,,,2026-07-16T17:31:37.290209
34985754,,,,3,,,,,,,,Aldeia da Roca,,,,,,,,,,alto,,,,,,2026-07-16T17:31:39.797630
35145640,,,,,,,1,,,,Velux,,,,,autocarros,,,,lareira; salamandra; churrasqueira; despensa; painel solar; garagem para 2 carros; logradouro,alto,,,,,,,2026-07-16T17:31:42.489913
34991584,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:31:44.907393
35020437,,,,2,,,3,"sul, nascente",,,vidros duplos,,,,American International School of Lisbon (CAISL); TASIS – The American School of Switzerland; Colégio do Ramalhão,,,10,True,piscina; barbecue; jardim; ar condicionado; estores elétricos; portões automáticos; vídeo porteiro; fibra ótica; rega automática,,alto,,,,,,2026-07-16T17:31:47.921861
35068382,,,,,,,3,,,,,Gouveia Villas,,,,,,,,,,,,,,,,2026-07-16T17:31:50.301454
35078241,,,,1,,,,,vista deslumbrante sobre o mar,,,,,,TASIS; CAISL,,,,,jardim expansivo; zona de lazer; piscina panorâmica (potencial implementação),,alto,,,,,,2026-07-16T17:31:52.986013
34204145,,,,,,,,,Vista deslumbrante de 180 graus sobre o Oceano Atlântico e colinas de Sintra,,,,,,,,,,,lareira; garagem; zona de churrasco; sistema de videovigilância,,alto,,,,,,2026-07-16T17:31:55.878154
34504113,1950,2013,total,,,,,,,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:31:58.274495
35084725,2006,,,,,,,,mar,,vidro duplo,,,,,elétrico turístico de Sintra,1,,,estacionamento; arrecadação; aquecimento central; elevador,,alto,,,,,,2026-07-16T17:32:01.050013
34990719,1987,,,,,,,,vista para a serra,,,,,,escolas,transportes públicos,,,,,,,,,,,,2026-07-16T17:32:03.716089
34863706,2010,,,,,,1,,"Serra de Sintra, Castelo da Pena, Palácio dos Mouros",,,,True,92.0,escola básica,,,,False,piscina de adultos; piscina de crianças; parque infantil; jardins; box fechada; lugar de estacionamento,,,,,,,,2026-07-16T17:32:06.433664
34317653,,,,,,,3,,serra,,,Quinta das Buchas,True,,Colégio Catarina de Bragança,,15.0,8.0,,piscina; salão de eventos; áreas verdes,,alto,,,,,,2026-07-16T17:32:09.393365
35038613,,,,,,,,,,,,Estella Villas,True,,,,,,,Condomínio privado exclusivo; Moradias T4 contemporâneas; Piscina privativa; Jardins paisagísticos; Terraços amplos; Estacionamento privativo; Interiores luminosos com amplas fachadas envidraçadas; Layouts funcionais com acabamentos premium; Cozinhas em open space; Suites espaçosas com roupeiros embutidos,,alto,,,,,,2026-07-16T17:32:12.803397
35038612,,,,,,,,,,,,Estella Villas,True,,,Ligação rápida a Lisboa e ao aeroporto,,,,Condomínio privado exclusivo; Moradias T4 contemporâneas; Piscina privativa; Jardins paisagísticos; Terraços amplos; Estacionamento privativo; Interiores luminosos com amplas fachadas envidraçadas; Layouts funcionais com acabamentos premium; Cozinhas em open space; Suites espaçosas com roupeiros embutidos,,alto,,,,,,2026-07-16T17:32:16.013836
35038611,,,,,,,,,,,,Estella Villas,True,,,Ligação rápida a Lisboa e ao aeroporto,,,,Piscina privativa; Jardins paisagísticos; Terraços amplos; Estacionamento privativo; Interiores luminosos com amplas fachadas envidraçadas; Layouts funcionais com acabamentos premium; Cozinhas em open space; Suites espaçosas com roupeiros embutidos,,,,,,,,2026-07-16T17:32:18.880307
35038609,,,,,,,4,,,,envidraçadas,Estella Villas,True,,,Ligação rápida a Lisboa e ao aeroporto,,,,Condomínio privado exclusivo; Moradias T4 contemporâneas; Piscina privativa; Jardins paisagísticos; Terraços amplos; Estacionamento privativo; Interiores luminosos com amplas fachadas envidraçadas; Layouts funcionais com acabamentos premium; Cozinhas em open space; Suites espaçosas com roupeiros embutidos,,alto,,,,,,2026-07-16T17:32:22.250121
34773598,,,,3,,,2,sul,jardim,,,Quinta da Beloura,True,,CAISL; TASIS,"A16, A5, IC19",,20,True,Golf; ginásio Holmes Place; SPA; Clube de Ténis e Padel; Clube Equestre; cinemas; restaurantes; cabeleireiros; farmácia; supermercados; clínicas médicas e estéticas,,alto,,,,,,2026-07-16T17:32:25.277751
34829585,,2015,total,,,,,Sul,desafogada,madeira em tábua corrida,"oscilo-batente, vidro duplo com corte térmico",,,,,"estação da comboios e autocarros, IC19",,,,comércio; serviços; escolas; jardim,,alto,,,,,,2026-07-16T17:32:28.386822
35038543,,,,,,,,,,,,Estella Villas,True,,,ligação rápida a Lisboa e ao aeroporto,,,,Condomínio privado exclusivo; Moradias T4 contemporâneas; Piscina privativa; Jardins paisagísticos; Terraços amplos; Estacionamento privativo; Interiores luminosos com amplas fachadas envidraçadas; Layouts funcionais com acabamentos premium; Cozinhas em open space; Suites espaçosas com roupeiros embutidos,,alto,,,,,,2026-07-16T17:32:31.719120
34753538,,,,2,,,3,,,,,Quinta da Beloura I,True,,TASIS; CAISL,"A16, A5, IC19",,20,True,Holmes Place gym; SPA; Tennis and Padel Club; Equestrian Club; cinemas; restaurants; hairdressers; pharmacy; supermarkets; medical clinics; aesthetic clinics,baixo,alto,,,,,,2026-07-16T17:32:34.849390
34576511,,,,3,,,2,,mar,,vidros duplos,,,,escola primária,autocarros,,,,lareira dupla; churrasqueira; piscina privativa; painéis solares; aspiração central; piso radiante; rega automática; furo de água; pomar,,alto,,,,,,2026-07-16T17:32:38.255214
33790349,,,,,,,,,"oceano, montanha, campo",,,,,,,,15.0,,,,alto,alto,,,,,,2026-07-16T17:32:41.026620
34547189,,,total,,,,,,,,,,,,escolas,,,,,,,,,,,,,2026-07-16T17:32:43.598909
34908493,,,,2,,,1,,,,,,,,TASIS,autoestradas A16 e A5,,,,estacionamento para dois veículos; zona de churrasco; piscina com 40 m²; lareira,,,,,,,,2026-07-16T17:32:46.580388
34773447,,,,3,,,4,,golf,,,Quinta da Beloura I,True,,TASIS Portugal; CAISL - Carlucci American International School of Lisbon,"A16, A5, IC19",,20,True,Campo de Golfe; Holmes Place; Clube de Ténis e Padel; Clube Equestre; SPA; Restaurantes; supermercados; farmácia; clínicas médicas e estéticas; cabeleireiros; cinemas; Hotel Penha Longa Resort; Hotel Pestana Sintra Golf; Serra de Sintra,,alto,,,,,,2026-07-16T17:32:50.032794
34359925,1889,,total,4,,,3,sul,"serra, vila e mar",madeira corrida,madeira com vidro duplo,,False,,,estação ferroviária a 10 minutos a pé,20.0,5.0,,sala de cinema; adega; sauna; casa de banho; espaço multiusos; jardim; ar condicionado,,alto,,False,,,True,2026-07-16T17:32:53.103108
32978522,2007,,,3,,,2,,,,,,,,TASIS; Carlucci American International School of Lisbon (CAISL),excelentes acessos a Lisboa,,,True,campo de golfe; centro equestre; academia de ténis; hotel; ginásio; zonas empresariais; zonas comerciais; restaurantes; CascaiShopping; Hospital de Cascais; Cuf Sintra,,alto,,,,,,2026-07-16T17:32:56.166494
35167329,,,,1,,,4,,mar,,vãos envidraçados,,,,,,,,,,,alto,,,,,,2026-07-16T17:32:58.612214
